Sample in Buffer,Sample in Window,TRIGGER,inst_jtag_tunnel/_inst_jtag_tunnel_jtag_tck,u_ila_jtag__bscane2_SHIFT,_inst_jtag_tunnel_jtag_tdi,inst_jtag_tunnel/_inst_jtag_tunnel_jtag_tms,inst_jtag_tunnel/_system_debug_systemjtag_jtag_TDO_data,inst_jtag_tunnel/tdiRegister_reg_n_0,inst_jtag_tunnel/shiftCounter[6:0],inst_jtag_tunnel/posCounter_reg[7:0],inst_jtag_tunnel/negCounter_reg[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0,0,0,0,1,0,00,00,00
1,1,0,0,0,0,0,1,0,00,00,00
2,2,0,0,0,0,0,1,0,00,00,00
3,3,0,0,0,0,0,1,0,00,00,00
4,4,0,0,0,0,0,1,0,00,00,00
5,5,0,0,0,0,0,1,0,00,00,00
6,6,0,0,0,0,0,1,0,00,00,00
7,7,0,0,0,0,0,1,0,00,00,00
8,8,0,0,0,0,0,1,0,00,00,00
9,9,0,0,0,0,0,1,0,00,00,00
10,10,0,0,0,0,0,1,0,00,00,00
11,11,0,0,0,0,0,1,0,00,00,00
12,12,0,0,0,0,0,1,0,00,00,00
13,13,0,0,0,0,0,1,0,00,00,00
14,14,0,0,0,0,0,1,0,00,00,00
15,15,0,0,0,0,0,1,0,00,00,00
16,16,0,0,0,0,0,1,0,00,00,00
17,17,0,0,0,0,0,1,0,00,00,00
18,18,0,0,0,0,0,1,0,00,00,00
19,19,0,0,0,0,0,1,0,00,00,00
20,20,0,0,0,0,0,1,0,00,00,00
21,21,0,0,0,0,0,1,0,00,00,00
22,22,0,0,0,0,0,1,0,00,00,00
23,23,0,0,0,0,0,1,0,00,00,00
24,24,0,0,0,0,0,1,0,00,00,00
25,25,0,0,0,0,0,1,0,00,00,00
26,26,0,0,0,0,0,1,0,00,00,00
27,27,0,0,0,0,0,1,0,00,00,00
28,28,0,0,0,0,0,1,0,00,00,00
29,29,0,0,0,0,0,1,0,00,00,00
30,30,0,0,0,0,0,1,0,00,00,00
31,31,0,0,0,0,0,1,0,00,00,00
32,32,0,0,0,0,0,1,0,00,00,00
33,33,0,0,0,0,0,1,0,00,00,00
34,34,0,0,0,0,0,1,0,00,00,00
35,35,0,0,0,0,0,1,0,00,00,00
36,36,0,0,0,0,0,1,0,00,00,00
37,37,0,0,0,0,0,1,0,00,00,00
38,38,0,0,0,0,0,1,0,00,00,00
39,39,0,0,0,0,0,1,0,00,00,00
40,40,0,0,0,0,0,1,0,00,00,00
41,41,0,0,0,0,0,1,0,00,00,00
42,42,0,0,0,0,0,1,0,00,00,00
43,43,0,0,0,0,0,1,0,00,00,00
44,44,0,0,0,0,0,1,0,00,00,00
45,45,0,0,0,0,0,1,0,00,00,00
46,46,0,0,0,0,0,1,0,00,00,00
47,47,0,0,0,0,0,1,0,00,00,00
48,48,0,0,0,0,0,1,0,00,00,00
49,49,0,0,0,0,0,1,0,00,00,00
50,50,0,0,0,0,0,1,0,00,00,00
51,51,0,0,0,0,0,1,0,00,00,00
52,52,0,0,0,0,0,1,0,00,00,00
53,53,0,0,0,0,0,1,0,00,00,00
54,54,0,0,0,0,0,1,0,00,00,00
55,55,0,0,0,0,0,1,0,00,00,00
56,56,0,0,0,0,0,1,0,00,00,00
57,57,0,0,0,0,0,1,0,00,00,00
58,58,0,0,0,0,0,1,0,00,00,00
59,59,0,0,0,0,0,1,0,00,00,00
60,60,0,0,0,0,0,1,0,00,00,00
61,61,0,0,0,0,0,1,0,00,00,00
62,62,0,0,0,0,0,1,0,00,00,00
63,63,0,0,0,0,0,1,0,00,00,00
64,64,0,0,0,0,0,1,0,00,00,00
65,65,0,0,0,0,0,1,0,00,00,00
66,66,0,0,0,0,0,1,0,00,00,00
67,67,0,0,0,0,0,1,0,00,00,00
68,68,0,0,0,0,0,1,0,00,00,00
69,69,0,0,0,0,0,1,0,00,00,00
70,70,0,0,0,0,0,1,0,00,00,00
71,71,0,0,0,0,0,1,0,00,00,00
72,72,0,0,0,0,0,1,0,00,00,00
73,73,0,0,0,0,0,1,0,00,00,00
74,74,0,0,0,0,0,1,0,00,00,00
75,75,0,0,0,0,0,1,0,00,00,00
76,76,0,0,0,0,0,1,0,00,00,00
77,77,0,0,0,0,0,1,0,00,00,00
78,78,0,0,0,0,0,1,0,00,00,00
79,79,0,0,0,0,0,1,0,00,00,00
80,80,0,0,0,0,0,1,0,00,00,00
81,81,0,0,0,0,0,1,0,00,00,00
82,82,0,0,0,0,0,1,0,00,00,00
83,83,0,0,0,0,0,1,0,00,00,00
84,84,0,0,0,0,0,1,0,00,00,00
85,85,0,0,0,0,0,1,0,00,00,00
86,86,0,0,0,0,0,1,0,00,00,00
87,87,0,0,0,0,0,1,0,00,00,00
88,88,0,0,0,0,0,1,0,00,00,00
89,89,0,0,0,0,0,1,0,00,00,00
90,90,0,0,0,0,0,1,0,00,00,00
91,91,0,0,0,0,0,1,0,00,00,00
92,92,0,0,0,0,0,1,0,00,00,00
93,93,0,0,0,0,0,1,0,00,00,00
94,94,0,0,0,0,0,1,0,00,00,00
95,95,0,0,0,0,0,1,0,00,00,00
96,96,0,0,0,0,0,1,0,00,00,00
97,97,0,0,0,0,0,1,0,00,00,00
98,98,0,0,0,0,0,1,0,00,00,00
99,99,0,0,0,0,0,1,0,00,00,00
100,100,0,0,0,0,0,1,0,00,00,00
101,101,0,0,0,0,0,1,0,00,00,00
102,102,0,0,0,0,0,1,0,00,00,00
103,103,0,0,0,0,0,1,0,00,00,00
104,104,0,0,0,0,0,1,0,00,00,00
105,105,0,0,0,0,0,1,0,00,00,00
106,106,0,0,0,0,0,1,0,00,00,00
107,107,0,0,0,0,0,1,0,00,00,00
108,108,0,0,0,0,0,1,0,00,00,00
109,109,0,0,0,0,0,1,0,00,00,00
110,110,0,0,0,0,0,1,0,00,00,00
111,111,0,0,0,0,0,1,0,00,00,00
112,112,0,0,0,0,0,1,0,00,00,00
113,113,0,0,0,0,0,1,0,00,00,00
114,114,0,0,0,0,0,1,0,00,00,00
115,115,0,0,0,0,0,1,0,00,00,00
116,116,0,0,0,0,0,1,0,00,00,00
117,117,0,0,0,0,0,1,0,00,00,00
118,118,0,0,0,0,0,1,0,00,00,00
119,119,0,0,0,0,0,1,0,00,00,00
120,120,0,0,0,0,0,1,0,00,00,00
121,121,0,0,0,0,0,1,0,00,00,00
122,122,0,0,0,0,0,1,0,00,00,00
123,123,0,0,0,0,0,1,0,00,00,00
124,124,0,0,0,0,0,1,0,00,00,00
125,125,0,0,0,0,0,1,0,00,00,00
126,126,0,0,0,0,0,1,0,00,00,00
127,127,0,0,0,0,0,1,0,00,00,00
128,128,0,0,0,0,0,1,0,00,00,00
129,129,0,0,0,0,0,1,0,00,00,00
130,130,0,0,0,0,0,1,0,00,00,00
131,131,0,0,0,0,0,1,0,00,00,00
132,132,0,0,0,0,0,1,0,00,00,00
133,133,0,0,0,0,0,1,0,00,00,00
134,134,0,0,0,0,0,1,0,00,00,00
135,135,0,0,0,0,0,1,0,00,00,00
136,136,0,0,0,0,0,1,0,00,00,00
137,137,0,0,0,0,0,1,0,00,00,00
138,138,0,0,0,0,0,1,0,00,00,00
139,139,0,0,0,0,0,1,0,00,00,00
140,140,0,0,0,0,0,1,0,00,00,00
141,141,0,0,0,0,0,1,0,00,00,00
142,142,0,0,0,0,0,1,0,00,00,00
143,143,0,0,0,0,0,1,0,00,00,00
144,144,0,0,0,0,0,1,0,00,00,00
145,145,0,0,0,0,0,1,0,00,00,00
146,146,0,0,0,0,0,1,0,00,00,00
147,147,0,0,0,0,0,1,0,00,00,00
148,148,0,0,0,0,0,1,0,00,00,00
149,149,0,0,0,0,0,1,0,00,00,00
150,150,0,0,0,0,0,1,0,00,00,00
151,151,0,0,0,0,0,1,0,00,00,00
152,152,0,0,0,0,0,1,0,00,00,00
153,153,0,0,0,0,0,1,0,00,00,00
154,154,0,0,0,0,0,1,0,00,00,00
155,155,0,0,0,0,0,1,0,00,00,00
156,156,0,0,0,0,0,1,0,00,00,00
157,157,0,0,0,0,0,1,0,00,00,00
158,158,0,0,0,0,0,1,0,00,00,00
159,159,0,0,0,0,0,1,0,00,00,00
160,160,0,0,0,0,0,1,0,00,00,00
161,161,0,0,0,0,0,1,0,00,00,00
162,162,0,0,0,0,0,1,0,00,00,00
163,163,0,0,0,0,0,1,0,00,00,00
164,164,0,0,0,0,0,1,0,00,00,00
165,165,0,0,0,0,0,1,0,00,00,00
166,166,0,0,0,0,0,1,0,00,00,00
167,167,0,0,0,0,0,1,0,00,00,00
168,168,0,0,0,0,0,1,0,00,00,00
169,169,0,0,0,0,0,1,0,00,00,00
170,170,0,0,0,0,0,1,0,00,00,00
171,171,0,0,0,0,0,1,0,00,00,00
172,172,0,0,0,0,0,1,0,00,00,00
173,173,0,0,0,0,0,1,0,00,00,00
174,174,0,0,0,0,0,1,0,00,00,00
175,175,0,0,0,0,0,1,0,00,00,00
176,176,0,0,0,0,0,1,0,00,00,00
177,177,0,0,0,0,0,1,0,00,00,00
178,178,0,0,0,0,0,1,0,00,00,00
179,179,0,0,0,0,0,1,0,00,00,00
180,180,0,0,0,0,0,1,0,00,00,00
181,181,0,0,0,0,0,1,0,00,00,00
182,182,0,0,0,0,0,1,0,00,00,00
183,183,0,0,0,0,0,1,0,00,00,00
184,184,0,0,0,0,0,1,0,00,00,00
185,185,0,0,0,0,0,1,0,00,00,00
186,186,0,0,0,0,0,1,0,00,00,00
187,187,0,0,0,0,0,1,0,00,00,00
188,188,0,0,0,0,0,1,0,00,00,00
189,189,0,0,0,0,0,1,0,00,00,00
190,190,0,0,0,0,0,1,0,00,00,00
191,191,0,0,0,0,0,1,0,00,00,00
192,192,0,0,0,0,0,1,0,00,00,00
193,193,0,0,0,0,0,1,0,00,00,00
194,194,0,0,0,0,0,1,0,00,00,00
195,195,0,0,0,0,0,1,0,00,00,00
196,196,0,0,0,0,0,1,0,00,00,00
197,197,0,0,0,0,0,1,0,00,00,00
198,198,0,0,0,0,0,1,0,00,00,00
199,199,0,0,0,0,0,1,0,00,00,00
200,200,0,0,0,0,0,1,0,00,00,00
201,201,0,0,0,0,0,1,0,00,00,00
202,202,0,0,0,0,0,1,0,00,00,00
203,203,0,0,0,0,0,1,0,00,00,00
204,204,0,0,0,0,0,1,0,00,00,00
205,205,0,0,0,0,0,1,0,00,00,00
206,206,0,0,0,0,0,1,0,00,00,00
207,207,0,0,0,0,0,1,0,00,00,00
208,208,0,0,0,0,0,1,0,00,00,00
209,209,0,0,0,0,0,1,0,00,00,00
210,210,0,0,0,0,0,1,0,00,00,00
211,211,0,0,0,0,0,1,0,00,00,00
212,212,0,0,0,0,0,1,0,00,00,00
213,213,0,0,0,0,0,1,0,00,00,00
214,214,0,0,0,0,0,1,0,00,00,00
215,215,0,0,0,0,0,1,0,00,00,00
216,216,0,0,0,0,0,1,0,00,00,00
217,217,0,0,0,0,0,1,0,00,00,00
218,218,0,0,0,0,0,1,0,00,00,00
219,219,0,0,0,0,0,1,0,00,00,00
220,220,0,0,0,0,0,1,0,00,00,00
221,221,0,0,0,0,0,1,0,00,00,00
222,222,0,0,0,0,0,1,0,00,00,00
223,223,0,0,0,0,0,1,0,00,00,00
224,224,0,0,0,0,0,1,0,00,00,00
225,225,0,0,0,0,0,1,0,00,00,00
226,226,0,0,0,0,0,1,0,00,00,00
227,227,0,0,0,0,0,1,0,00,00,00
228,228,0,0,0,0,0,1,0,00,00,00
229,229,0,0,0,0,0,1,0,00,00,00
230,230,0,0,0,0,0,1,0,00,00,00
231,231,0,0,0,0,0,1,0,00,00,00
232,232,0,0,0,0,0,1,0,00,00,00
233,233,0,0,0,0,0,1,0,00,00,00
234,234,0,0,0,0,0,1,0,00,00,00
235,235,0,0,0,0,0,1,0,00,00,00
236,236,0,0,0,0,0,1,0,00,00,00
237,237,0,0,0,0,0,1,0,00,00,00
238,238,0,0,0,0,0,1,0,00,00,00
239,239,0,0,0,0,0,1,0,00,00,00
240,240,0,0,0,0,0,1,0,00,00,00
241,241,0,0,0,0,0,1,0,00,00,00
242,242,0,0,0,0,0,1,0,00,00,00
243,243,0,0,0,0,0,1,0,00,00,00
244,244,0,0,0,0,0,1,0,00,00,00
245,245,0,0,0,0,0,1,0,00,00,00
246,246,0,0,0,0,0,1,0,00,00,00
247,247,0,0,0,0,0,1,0,00,00,00
248,248,0,0,0,0,0,1,0,00,00,00
249,249,0,0,0,0,0,1,0,00,00,00
250,250,0,0,0,0,0,1,0,00,00,00
251,251,0,0,0,0,0,1,0,00,00,00
252,252,0,0,0,0,0,1,0,00,00,00
253,253,0,0,0,0,0,1,0,00,00,00
254,254,0,0,0,0,0,1,0,00,00,00
255,255,0,0,0,0,0,1,0,00,00,00
256,256,0,0,0,0,0,1,0,00,00,00
257,257,0,0,0,0,0,1,0,00,00,00
258,258,0,0,0,0,0,1,0,00,00,00
259,259,0,0,0,0,0,1,0,00,00,00
260,260,0,0,0,0,0,1,0,00,00,00
261,261,0,0,0,0,0,1,0,00,00,00
262,262,0,0,0,0,0,1,0,00,00,00
263,263,0,0,0,0,0,1,0,00,00,00
264,264,0,0,0,0,0,1,0,00,00,00
265,265,0,0,0,0,0,1,0,00,00,00
266,266,0,0,0,0,0,1,0,00,00,00
267,267,0,0,0,0,0,1,0,00,00,00
268,268,0,0,0,0,0,1,0,00,00,00
269,269,0,0,0,0,0,1,0,00,00,00
270,270,0,0,0,0,0,1,0,00,00,00
271,271,0,0,0,0,0,1,0,00,00,00
272,272,0,0,0,0,0,1,0,00,00,00
273,273,0,0,0,0,0,1,0,00,00,00
274,274,0,0,0,0,0,1,0,00,00,00
275,275,0,0,0,0,0,1,0,00,00,00
276,276,0,0,0,0,0,1,0,00,00,00
277,277,0,0,0,0,0,1,0,00,00,00
278,278,0,0,0,0,0,1,0,00,00,00
279,279,0,0,0,0,0,1,0,00,00,00
280,280,0,0,0,0,0,1,0,00,00,00
281,281,0,0,0,0,0,1,0,00,00,00
282,282,0,0,0,0,0,1,0,00,00,00
283,283,0,0,0,0,0,1,0,00,00,00
284,284,0,0,0,0,0,1,0,00,00,00
285,285,0,0,0,0,0,1,0,00,00,00
286,286,0,0,0,0,0,1,0,00,00,00
287,287,0,0,0,0,0,1,0,00,00,00
288,288,0,0,0,0,0,1,0,00,00,00
289,289,0,0,0,0,0,1,0,00,00,00
290,290,0,0,0,0,0,1,0,00,00,00
291,291,0,0,0,0,0,1,0,00,00,00
292,292,0,0,0,0,0,1,0,00,00,00
293,293,0,0,0,0,0,1,0,00,00,00
294,294,0,0,0,0,0,1,0,00,00,00
295,295,0,0,0,0,0,1,0,00,00,00
296,296,0,0,0,0,0,1,0,00,00,00
297,297,0,0,0,0,0,1,0,00,00,00
298,298,0,0,0,0,0,1,0,00,00,00
299,299,0,0,0,0,0,1,0,00,00,00
300,300,0,0,0,0,0,1,0,00,00,00
301,301,0,0,0,0,0,1,0,00,00,00
302,302,0,0,0,0,0,1,0,00,00,00
303,303,0,0,0,0,0,1,0,00,00,00
304,304,0,0,0,0,0,1,0,00,00,00
305,305,0,0,0,0,0,1,0,00,00,00
306,306,0,0,0,0,0,1,0,00,00,00
307,307,0,0,0,0,0,1,0,00,00,00
308,308,0,0,0,0,0,1,0,00,00,00
309,309,0,0,0,0,0,1,0,00,00,00
310,310,0,0,0,0,0,1,0,00,00,00
311,311,0,0,0,0,0,1,0,00,00,00
312,312,0,0,0,0,0,1,0,00,00,00
313,313,0,0,0,0,0,1,0,00,00,00
314,314,0,0,0,0,0,1,0,00,00,00
315,315,0,0,0,0,0,1,0,00,00,00
316,316,0,0,0,0,0,1,0,00,00,00
317,317,0,0,0,0,0,1,0,00,00,00
318,318,0,0,0,0,0,1,0,00,00,00
319,319,0,0,0,0,0,1,0,00,00,00
320,320,0,0,0,0,0,1,0,00,00,00
321,321,0,0,0,0,0,1,0,00,00,00
322,322,0,0,0,0,0,1,0,00,00,00
323,323,0,0,0,0,0,1,0,00,00,00
324,324,0,0,0,0,0,1,0,00,00,00
325,325,0,0,0,0,0,1,0,00,00,00
326,326,0,0,0,0,0,1,0,00,00,00
327,327,0,0,0,0,0,1,0,00,00,00
328,328,0,0,0,0,0,1,0,00,00,00
329,329,0,0,0,0,0,1,0,00,00,00
330,330,0,0,0,0,0,1,0,00,00,00
331,331,0,0,0,0,0,1,0,00,00,00
332,332,0,0,0,0,0,1,0,00,00,00
333,333,0,0,0,0,0,1,0,00,00,00
334,334,0,0,0,0,0,1,0,00,00,00
335,335,0,0,0,0,0,1,0,00,00,00
336,336,0,0,0,0,0,1,0,00,00,00
337,337,0,0,0,0,0,1,0,00,00,00
338,338,0,0,0,0,0,1,0,00,00,00
339,339,0,0,0,0,0,1,0,00,00,00
340,340,0,0,0,0,0,1,0,00,00,00
341,341,0,0,0,0,0,1,0,00,00,00
342,342,0,0,0,0,0,1,0,00,00,00
343,343,0,0,0,0,0,1,0,00,00,00
344,344,0,0,0,0,0,1,0,00,00,00
345,345,0,0,0,0,0,1,0,00,00,00
346,346,0,0,0,0,0,1,0,00,00,00
347,347,0,0,0,0,0,1,0,00,00,00
348,348,0,0,0,0,0,1,0,00,00,00
349,349,0,0,0,0,0,1,0,00,00,00
350,350,0,0,0,0,0,1,0,00,00,00
351,351,0,0,0,0,0,1,0,00,00,00
352,352,0,0,0,0,0,1,0,00,00,00
353,353,0,0,0,0,0,1,0,00,00,00
354,354,0,0,0,0,0,1,0,00,00,00
355,355,0,0,0,0,0,1,0,00,00,00
356,356,0,0,0,0,0,1,0,00,00,00
357,357,0,0,0,0,0,1,0,00,00,00
358,358,0,0,0,0,0,1,0,00,00,00
359,359,0,0,0,0,0,1,0,00,00,00
360,360,0,0,0,0,0,1,0,00,00,00
361,361,0,0,0,0,0,1,0,00,00,00
362,362,0,0,0,0,0,1,0,00,00,00
363,363,0,0,0,0,0,1,0,00,00,00
364,364,0,0,0,0,0,1,0,00,00,00
365,365,0,0,0,0,0,1,0,00,00,00
366,366,0,0,0,0,0,1,0,00,00,00
367,367,0,0,0,0,0,1,0,00,00,00
368,368,0,0,0,0,0,1,0,00,00,00
369,369,0,0,0,0,0,1,0,00,00,00
370,370,0,0,0,0,0,1,0,00,00,00
371,371,0,0,0,0,0,1,0,00,00,00
372,372,0,0,0,0,0,1,0,00,00,00
373,373,0,0,0,0,0,1,0,00,00,00
374,374,0,0,0,0,0,1,0,00,00,00
375,375,0,0,0,0,0,1,0,00,00,00
376,376,0,0,0,0,0,1,0,00,00,00
377,377,0,0,0,0,0,1,0,00,00,00
378,378,0,0,0,0,0,1,0,00,00,00
379,379,0,0,0,0,0,1,0,00,00,00
380,380,0,0,0,0,0,1,0,00,00,00
381,381,0,0,0,0,0,1,0,00,00,00
382,382,0,0,0,0,0,1,0,00,00,00
383,383,0,0,0,0,0,1,0,00,00,00
384,384,0,0,0,0,0,1,0,00,00,00
385,385,0,0,0,0,0,1,0,00,00,00
386,386,0,0,0,0,0,1,0,00,00,00
387,387,0,0,0,0,0,1,0,00,00,00
388,388,0,0,0,0,0,1,0,00,00,00
389,389,0,0,0,0,0,1,0,00,00,00
390,390,0,0,0,0,0,1,0,00,00,00
391,391,0,0,0,0,0,1,0,00,00,00
392,392,0,0,0,0,0,1,0,00,00,00
393,393,0,0,0,0,0,1,0,00,00,00
394,394,0,0,0,0,0,1,0,00,00,00
395,395,0,0,0,0,0,1,0,00,00,00
396,396,0,0,0,0,0,1,0,00,00,00
397,397,0,0,0,0,0,1,0,00,00,00
398,398,0,0,0,0,0,1,0,00,00,00
399,399,0,0,0,0,0,1,0,00,00,00
400,400,0,0,0,0,0,1,0,00,00,00
401,401,0,0,0,0,0,1,0,00,00,00
402,402,0,0,0,0,0,1,0,00,00,00
403,403,0,0,0,0,0,1,0,00,00,00
404,404,0,0,0,0,0,1,0,00,00,00
405,405,0,0,0,0,0,1,0,00,00,00
406,406,0,0,0,0,0,1,0,00,00,00
407,407,0,0,0,0,0,1,0,00,00,00
408,408,0,0,0,0,0,1,0,00,00,00
409,409,0,0,0,0,0,1,0,00,00,00
410,410,0,0,0,0,0,1,0,00,00,00
